BinID	GTDB_taxonomy	fastani_reference	Completeness	Contamination	Group
L5_169_000M1_bin.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	GCF_000154845.1	82.02	0.58	MetaWRAP
L5_169_000M1_bin.36	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	GCF_000188175.1	100	1.4	MetaWRAP
L5_169_000M1_bin.38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	GCA_900543625.1	97.42	0.41	MetaWRAP
L5_169_000M1_bin.39	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCA_025145285.1	51.85	1.05	MetaWRAP
L5_169_000M1_bin.42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	GCA_000432435.1	93.24	0.13	MetaWRAP
L5_169_000M1_bin.49	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	97.15	0.27	MetaWRAP
L5_169_000M1_bin.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus_A	GCF_001404655.1	96.59	2.45	MetaWRAP
L5_169_000M1_bin.61	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCA_025147485.1	53.75	0.94	MetaWRAP
L5_169_000M1_bin.62	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella excrementihominis	GCF_000205025.1	66.46	1.44	MetaWRAP
L5_169_000M1_bin.8	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	GCF_000455225.1	99.95	0	MetaWRAP
L5_169_914G1_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCA_025145285.1	99.82	0.17	MetaWRAP
L5_169_914G1_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	87.77	1.93	MetaWRAP
L5_169_914G1_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	GCF_000011065.1	93.23	0.08	MetaWRAP
L5_169_914G1_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	GCF_009494135.1	86.78	0.06	MetaWRAP
L5_169_914G1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	93	0.81	MetaWRAP
L5_169_914G1_bin.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535	GCF_003435375.1	95.26	0.04	MetaWRAP
L5_169_914G1_bin.34	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp004167605	GCF_004167605.1	100	0.35	MetaWRAP
L5_169_914G1_bin.39	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436535	GCA_000436535.1	82.24	2.8	MetaWRAP
L5_169_914G1_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	GCF_001314995.1	95.98	2.35	MetaWRAP
L5_169_914G1_bin.49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	GCF_003324185.1	71.68	0.36	MetaWRAP
L5_169_914G1_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900546215	GCA_900546215.1	91.37	1.45	MetaWRAP
L5_187_1052G1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	GCF_001517625.2	86.44	0.82	MetaWRAP
L5_187_1052G1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655	GCA_018223375.1	93.33	0.44	MetaWRAP
L5_187_1052G1_bin.17	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902362275	GCA_902362275.1	98.98	0.76	MetaWRAP
L5_187_1052G1_bin.20	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	GCF_000311845.1	99.8	2.22	MetaWRAP
L5_187_1052G1_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	GCF_023347255.1	88.87	0.94	MetaWRAP
L5_187_1052G1_bin.23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735	GCF_020564355.1	99.96	1.32	MetaWRAP
L5_187_1052G1_bin.25	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	GCF_001553605.1	78.85	1.24	MetaWRAP
L5_187_1052G1_bin.27	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	GCF_900142645.1	100	0.85	MetaWRAP
L5_187_1052G1_bin.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	78.88	2.71	MetaWRAP
L5_187_1052G1_bin.2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	GCA_000432335.1	89.76	1.33	MetaWRAP
L5_187_1052G1_bin.30	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	GCF_001025175.1	83.22	1.06	MetaWRAP
L5_187_1052G1_bin.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900548545	GCA_900548545.1	99.95	0.46	MetaWRAP
L5_187_1052G1_bin.33	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	GCF_020735465.1	93.27	0.38	MetaWRAP
L5_187_1052G1_bin.35	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	100	0.01	MetaWRAP
L5_187_1052G1_bin.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	GCF_010120595.1	99.76	0.27	MetaWRAP
L5_187_1052G1_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis	GCF_005121165.3	88.65	0.07	MetaWRAP
L5_187_1052G1_bin.43	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	GCF_020554845.1	92.45	0.65	MetaWRAP
L5_187_1052G1_bin.45	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	GCF_001042615.1	93.26	6.99	MetaWRAP
L5_187_1052G1_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	99.9	1.73	MetaWRAP
L5_187_1052G1_bin.57	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	GCA_000980705.1	99.99	0.93	MetaWRAP
L5_187_1052G1_bin.59	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_010669225.1	100	0.29	MetaWRAP
L5_187_1052G1_bin.60	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715	GCF_004168205.1	99.47	0.45	MetaWRAP
L5_187_1052G1_bin.61	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	GCF_001487165.1	69.02	3.59	MetaWRAP
L5_187_1052G1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q fessum	GCF_003024715.1	97.87	0	MetaWRAP
L5_187_1052G1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q fessum	GCF_003024715.1	97.87	0	MetaWRAP
